0.0 0.0 399963.0
0.0 6.4822137187623525 399962.9893955309
0.0 12.964422079990005 399962.86026724614
0.0 19.446625449042894 399962.46805432625
0.0 25.928824464822355 399961.67156466655
0.0 32.41102003165672 399960.33477279916
0.0 38.89321330768684 399958.3285627179
0.0 45.37540569010246 399955.53237668425
0.0 51.85759879723535 399951.8357591443
0.0 58.33979444791367 399947.13976612315
0.0 64.82199463817064 399941.35823257733
0.0 71.304201515757 399934.4188716654
0.0 77.7864173526633 399926.26420120336
0.0 84.26864451609367 399916.8522761306
0.0 90.75088543818458 399906.1572277229
0.0 97.23314258493912 399894.16959373374
0.0 103.71541842468228 399880.8964353455
0.0 110.19771539650206 399866.36125423294
0.0 116.68003587908784 399850.6036884105
0.0 123.16238216030868 399833.6790037686
0.0 129.64475640794538 399815.6573912902
0.0 136.12716064201902 399796.6230702102
0.0 142.60959670889244 399776.6732085943
0.0 149.09206625771986 399755.91668238956
0.0 155.57457071932782 399734.47268631123
0.0 162.05711128792368 399712.4692056477
0.0 168.5396889057914 399690.0413838541
0.0 175.0223042512668 399667.3297903845
0.0 -178.495042269964 399644.47863019817
0.0 -172.01235053006593 399621.6338926265
0.0 -165.52962068067404 399598.9414875386
0.0 -159.04685315100204 399576.5453811819
0.0 -152.5640486423367 399554.5857513854
0.0 -146.0812081191086 399533.19719880633
0.0 -139.59833279652807 399512.50701973867
0.0 -133.1154241250601 399492.6335850563
0.0 -126.6324837719317 399473.6848196462
0.0 -120.14951359973182 399455.7568233162
0.0 -113.66651564266348 399438.9326464161
0.0 -107.18349208047641 399423.2812187793
0.0 -100.7004452106382 399408.85647448245
0.0 -94.21737741891324 399395.6966583384
0.0 -87.7342911488461 399383.8238379285
0.0 -81.25118887052682 399373.2436196171
0.0 -74.76807304898257 399363.9450790901
0.0 -68.28494611263106 399355.9008992342
0.0 -61.8018104222514 399349.06771739945
0.0 -55.31866824075132 399343.3866848983
0.0 -48.835521704222586 399338.78421311453
0.0 -42.35237279463902 399335.1729236059
0.0 -35.86922331446605 399332.45275661536
0.0 -29.38607486364974 399330.5122572873
0.0 -22.902928819119456 399329.229995843
0.0 -16.419786317183227 399328.47612853814
0.0 -9.9366482389958 399328.1140505513
0.0 -3.453515199295748 399328.0021470059
0.0 3.0296124614716122 399327.9956039004
0.0 9.512734681497385 399327.9482606547
0.0 15.995851678391881 399327.714479737
0.0 22.478963946398878 399327.1510063447
0.0 28.962072250082617 399326.11880395655
0.0 35.445177614563725 399324.4848324349
0.0 41.9282813123607 399322.12374639977
0.0 48.41138484715516 399318.91949980985
0.0 54.89448993457303 399314.7668318739
0.0 61.37759848018719 399309.57261121087
0.0 67.86071255522006 399303.25702684745
0.0 74.34383436998759 399295.7546072062
0.0 80.82696624570127 399287.0150635494
0.0 87.31011058474374 399277.00392676145
0.0 93.7932698399753 399265.7029896779
0.0 100.27644648332902 399253.1105418792
0.0 106.75964297426253 399239.2413931601
0.0 113.24286172823682 399224.1266773902
0.0 119.72610508589506 399207.8134637866
0.0 126.2093752830823 399190.3641482638
0.0 132.69267442224424 399171.85565966275
0.0 139.17600444558826 399152.37847317103
0.0 145.65936711019458 399132.03545718733
0.0 152.14276396555135 399110.94055637997
0.0 158.6261963337263 399089.217331199
0.0 165.10966529246915 399066.99738547206
0.0 171.5931716613953 399044.41867599636
0.0 178.07671599151092 399021.6237500617
0.0 -175.43970144186562 398998.75792654604
0.0 -168.95608064261424 398975.96743146423
0.0 -162.47242189378372 398953.3975304123
0.0 -155.98872575400793 398931.19067161623
0.0 -149.50499305029874 398909.48465872277
0.0 -143.0212248675581 398888.41089346167
0.0 -136.5374225346589 398868.0926898485
0.0 -130.05358760745378 398848.64370066207
0.0 -123.56972184891927 398830.1664582873
0.0 -117.0858272065348 398812.75106747635
0.0 -110.60190578744367 398796.47404796816
0.0 -104.11795983144285 398781.39735869225
0.0 -97.63399168236174 398767.56760222465
0.0 -91.15000375805148 398755.0154295722
0.0 -84.665998519473 398743.7551481612
0.0 -78.18197843918513 398733.78453724366
0.0 -71.69794596970438 398725.08487469796
0.0 -65.213903512163 398717.6211808026
0.0 -58.72985338554141 398711.3426633114
0.0 -52.24579779700772 398706.1833659336
0.0 -45.76173881367731 398702.06301302835
0.0 -39.27767833616995 398698.88803793304
0.0 -32.793618074275216 398696.5527803451
0.0 -26.309559525093476 398694.94083301444
0.0 -19.825503953862 398693.92653989047
0.0 -13.341452377789468 398693.37659655605
0.0 -6.857405553017984 398693.1517590685
0.0 -0.3733639649838932 398693.1086231014
0.0 6.110672177850572 398693.10146342684
0.0 12.594702946570852 398692.98409186397
0.0 19.078728691006113 398692.6117332652
0.0 25.56275003515248 398691.84287178237
0.0 32.046767869265636 398690.5410674866
0.0 38.53078333841765 398688.5766983349
0.0 45.01479782787977 398685.82861681934
0.0 51.498812945397276 398682.1857049968
0.0 57.98283050061087 398677.548288391
0.0 64.4668524819132 398671.82941797376
0.0 70.95088103102306 398664.9559790371
0.0 77.43491841557794 398656.8696266897
0.0 83.9189670001532 398647.52753324155
0.0 90.40302921597898 398636.9029349815
0.0 96.8871075298921 398624.985476397
0.0 103.37120441272161 398611.78133866936
0.0 109.85532230775081 398597.31316945516
0.0 116.3394635994137 398581.6197818611
0.0 122.8236305828212 398564.75566781685
0.0 129.30782543437027 398546.79029618483
0.0 135.79205018393927 398527.80722763017
0.0 142.27630668890035 398507.90304162446
0.0 148.76059661033574 398487.1861065738
0.0 155.24492139181814 398465.77518927306
0.0 161.72928224089736 398443.7979379175
0.0 168.2136801136604 398421.38924961165
0.0 174.69811570250636 398398.68954257667
0.0 -178.8174105727538 398375.8429630082
0.0 -172.3328985702591 398352.9955368191
0.0 -165.84834842791528 398330.29330644663
0.0 -159.36376056168208 398307.88045545574
0.0 -152.87913566020714 398285.89746896736
0.0 -146.39447467606732 398264.47933620866
